[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/django/views/generic/__init__.py first seen with mtime 1640538220.3346488
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/django/apps/registry.py first seen with mtime 1640538219.8346584
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/django/core/checks/security/sessions.py first seen with mtime 1640538220.2866497
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/django/template/response.py first seen with mtime 1640538220.322649
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1640538220.2346509
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/raw_data_form.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/pagination first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/api.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/schema.js first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/login.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/base.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/filters first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/login_base.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/sidebar.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/index.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/link.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/error.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/auth first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/interact.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/document.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/python-intro.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/python.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/javascript-intro.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/shell.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/javascript.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/langs/shell-intro.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/auth/basic.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/auth/token.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/docs/auth/session.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/pagination/numbers.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/pagination/previous_and_next.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/filters/ordering.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/filters/search.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/filters/base.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin/list_value.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin/dict_value.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin/simple_list_value.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin/list.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/admin/detail.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/radio.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/checkbox_multiple.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/select_multiple.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/fieldset.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/textarea.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/select.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/dict_field.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/input.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/list_field.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/list_fieldset.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/checkbox.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/vertical/form.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/radio.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/checkbox_multiple.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/select_multiple.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/fieldset.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/textarea.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/select.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/dict_field.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/input.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/list_field.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/list_fieldset.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/checkbox.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/horizontal/form.html first seen with mtime 1640548651.1027675
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/radio.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/checkbox_multiple.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/select_multiple.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/fieldset.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/textarea.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/select.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/dict_field.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/input.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/list_field.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/list_fieldset.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/checkbox.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/templates/rest_framework/inline/form.html first seen with mtime 1640548651.1067674
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/PycharmProjects/domainAuth/main/templates/main.html first seen with mtime 1640540421.5762565
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/nl/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/ne_NP/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/fi/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/vi/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/gl_ES/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/en/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/de/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/tr/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/sv/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/es/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/nn/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/zh_Hant/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/zh_CN/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/sl/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/zh_Hans/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/lv/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/uk/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/da/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/et/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/hy/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/bg/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/it/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/no/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/pt_PT/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/el/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/fa/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/zh_TW/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/he_IL/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/tr_TR/LC_MESSAGES/django.mo first seen with mtime 1640548651.0907679
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/fa_IR/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/fr_CA/LC_MESSAGES/django.mo first seen with mtime 1640548651.086768
[27/Dec/2021 12:20:21] DEBUG [django.utils.autoreload:385] File /home/david/.local/share/virtualenvs/domainAuth-OAY1hdlG/lib/python3.8/site-packages/rest_framework/locale/en_CA/LC_MESSAGES/django.mo first seen with mtime 1640548651.082768
